 ,Sale,Broker,Lot #,Desc,Bales,Micron,Y,Y-Z,VM,SD1%,cln kg,Valuation,,Style,Letter Length,Letter helper,,Length ,Comment,LimitGroup,,,,Limits (COF / GSY),X,GSY,COF,Status,Buyer,Allocation
9,I36,PGD,    2079,X LBS AA,11,32.1,68.2,0.3,0,82.7,1062,738,738,738,,,,68,,L29.5,734,,,312  268  /  258  222,,2.15,2.599758162,P,WSI,
9,I36,PGD,    2080,X LBS A,9,31.1,66.8,0.9,0.1,81.9,898,734-,734-,734-,,,,65,,L29.5,734,,,324  280  /  265  229,,2.32,2.832722833,P,FUHR,
9,I36,PGD,    2081,X LBS A,16,31,68.6,0.6,0,84.3,1901,734,734,734,,,,67,,L29.5,734,,,325  280  /  274  236,,2.38,2.823250297,S,WSI,
9,I36,PGD,    2082,X LBS A,9,29.4,68,1,0.2,84.5,1285,734-,734-,734-,,,,64,,L29.5,734,,,428  404  /  362  341,x 341,3.3,3.905325444,S,JMCO,B28.0
9,I36,PGD,    2083,X PCS A,12,35.4,52,9.2,0.1,60.5,1260,521/2 J+,521/2 J+,521/2,J+,J,74,68,89,607/8 I,607/8 J,,,180  180  /  109  109,,1.09,1.801652893,S,FUHR,
9,I36,PGD,    2084,X B/P A,28,35,53,8.6,0,62.6,2925,607/8+ K/J,607/8+ K/J,607/8+,K/J,K,58,64,89,607/8 J,607/8 K,,,181  174  /  113  109,,1,1.597444089,S,MAS,
9,I36,PGD,    2085,X LBS B/P A,23,30,62.2,4.6,0,71.2,2280,756 K-,756 K-,756,K-,K,68,68,,756,,,,230    /  164  ,,1.3,1.825842697,S,MAS,
10,I36,PGD,    2086,X LBS B/P A,7,28.9,62.3,1.9,0.6,70.8,809,755 P,755 P,755,P,P,60,60,V2,,,,,    /    ,,1.63,2.302259887,S,WSI,
10,I36,PGD,    2087,X A,13,34,59.2,8.3,0.6,72.2,1083,"115 G,ST",115 G,115,G,G,90,84,VM,,,,,    /    ,,1.66,2.299168975,S,WSI,
1,T36,EPW,     101,PER 2TH,20,36,68.3,0.1,0.1,76.7,2068,PER113/4 M+,PER113/4 M+,PER113/4,M+,M,75,78,WTxx,127/8 I,127/8 J,,,263  256  /  202  196,x at,2.06,2.685788787,S,JMCO,113/4 J
1,T36,EPW,     102,ROM LBS,4,29.9,66.6,2.1,0.1,74.7,534,734/5,734/5,734/5,,,,64,,L29.5,734/5,,,410  339  /  306  253,,2.84,3.801874163,S,GM,
1,T36,EPW,     103,ROM H,4,34.4,64.8,5.1,0,74,502,121/2 G,121/2 G,121/2,G,G,90,92,,,,,,    /    ,,1.71,2.310810811,S,WSI,
1,T36,EPW,     104,CPW LBS,7,29.4,66.1,1.9,0.1,79.2,947,734-,734-,734-,,,,66,,L29.5,734,,,428  404  /  339  320,,3.62,4.570707071,S,B+B,
1,T36,EPW,     105,DX LBS,4,28.8,66,1.8,0.1,78,506,730/1,730/1,730/1,,,,62,,730/1,,,,376    /  293  ,,2.9,3.717948718,S,CHG,
1,T36,EPW,     106,CPW 2/S,17,36.1,63.6,3.8,0,76.3,2322,128 M/I,128 M/I,128,M/I,M,75,78,,128 I,128 J,,,252  242  /  192  185,,1.81,2.372214941,S,CURTIS,
1,T36,EPW,     107,A ROM LBS,5,30.8,65.8,2.1,0.1,78.1,498,734-,734-,734-,,,,64,,L29.5,734,,,341  302  /  266  236,,2.52,3.226632522,P,GM,
1,T36,EPW,     108,ROM LBS,7,30,64.9,1,0,74.6,840,734,734,734,,,,63,,734,,,,365    /  272  ,,3.09,4.142091153,S,GM,
1,T36,EPW,     109,A CP/D,4,38.5,59.3,10.4,0.1,78.8,548,WITHDRAWN,WITHDRAWN,WITHDRAWN,,,,90,,,,,,    /    ,,,,,,
1,T36,EPW,     110,AA PER LBS,22,29,69,0.5,0.1,78.9,3121,730,730,730,,,,60,,726,730,,,420  420  /  331  331,,3.58,4.5373891,S,B+B,
1,T36,EPW,     111,PER LBS B/P,6,27,64.7,2.3,0.2,71.4,665,756- P,756- P,756-,P,P,60,60,,,,,,    /    ,,2.52,3.529411765,S,FUHR,
1,T36,EPW,     112,A PER E,4,34.6,64.2,3.2,0.1,72.9,497,"3 F,PT",3 F,3,F,F,100,90,,C121,,,,298    /  217  ,,1.86,2.551440329,S,WSI,
1,T36,EPW,     113,X 2/S,13,37.2,65.7,3.3,0.1,75.6,1768,128 I+,128 I+,128,I+,I,82,86,,128 G,128 I,,,253  247  /  191  187,,1.88,2.486772487,S,CHG,
1,T36,EPW,     114,PER LBS,6,29.5,66.8,0.2,0,75.7,677,734,734,734,,,,60,,734,,,,400    /  303  ,x,3,3.963011889,S,B+B,
1,T36,EPW,     115,PER H,5,34.7,68.2,1.3,0.1,75.2,580,3+ E,3+ E,3+,E,E,105,106,PPer,C121,,,,294    /  221  ,,2.09,2.779255319,S,MAS,
1,T36,EPW,     116,PER 2TH,5,37.1,66.9,0.8,0.1,81.4,654,PER127/8 I+,PER127/8 I+,PER127/8,I+,I,82,86,,127/8 G,127/8 I,,,262  258  /  213  210,,2.22,2.727272727,S,WSI,
1,T36,EPW,     117,X H,7,31.4,69.7,-0.3,0,77,602,PER833 K/M,PER833 K/M,PER833,K/M,K,68,68,HiB,,,,,    /    ,,2.03,2.636363636,P,WSI,
2,T36,EPW,     118,PER TEX LBS,8,30.5,68.9,1.2,0.1,77.2,1107,734,734,734,,,,63,SOFT,734,,,,335    /  259  ,,2.59,3.35492228,P,GM,
2,T36,EPW,     119,AA PERTEX E,4,34.1,65.2,2.7,0.2,80.4,560,106/7 M/I,106/7 M/I,106/7,M/I,M,75,75,,,,,,    /    ,,2.25,2.798507463,S,MAS,
2,T36,EPW,     120,A PERTEX E,8,33.9,65.9,3.4,0.3,77.7,1030,107 I,107 I,107,I,I,82,82,,107 G,,,,313    /  243  ,,2.13,2.741312741,S,MAS,
2,T36,EPW,     121,X LBS,7,29.3,67.3,2.1,0.1,71.7,656,WITHDRAWN,WITHDRAWN,WITHDRAWN,,,,62,,,,,,    /    ,,,,,,
2,T36,EPW,     122,X E,27,35.9,64.7,4.5,0.2,69.9,2985,WITHDRAWN,WITHDRAWN,WITHDRAWN,,,,90,,128/9F,,,,233    /  163  ,,,,,,
2,T36,EPW,     123,A X 2/S,11,34.1,66.2,3,0.3,69,972,WITHDRAWN,WITHDRAWN,WITHDRAWN,,,,80,,,,,,    /    ,,,,,,
2,T36,EPW,     124,X 2/S,9,33.7,63.5,3.4,0.2,69.3,833,WITHDRAWN,WITHDRAWN,WITHDRAWN,,,,,,107 G,,,,320    /  222  ,,,,,,
2,T36,EPW,     125,X B/P,7,34.2,61.7,8.6,0.6,60.8,606,WITHDRAWN,WITHDRAWN,WITHDRAWN,,,,68,89,,,,,    /    ,,,,,,
2,T36,EPW,     126,X LBS,4,32.5,69.1,1.1,0.1,76.7,578,738,738,738,,,,60,,734,,,,265    /  203  ,,1.89,2.464146023,P,WSI,
2,T36,EPW,     127,X E,36,35.6,65.3,4.3,0.1,75.9,5028,"3 E/D,OT",3 E/D,3,E/D,E,105,100,,128D,,,,266    /  202  ,,1.87,2.463768116,S,MAS,
2,T36,EPW,     128,X E B/P,5,33.7,61.5,7.7,0.1,62.6,597,603- I,603- I,603-,I,I,72,72,89,,,,,    /    ,,1.27,2.028753994,S,WSI,
2,T36,EPW,     129,X LBS,4,29.6,69.2,0.4,0.1,77.8,574,730,730,730,,,,64,,L29.5,726,,,422  393  /  328  306,,3.65,4.69151671,S,B+B,
2,T36,EPW,     130,COOPDALE LBS,9,27.9,69.9,-0.1,0.1,78.8,1002,730,730,730,,,,62,,726,,,,473    /  373  ,,3.8,4.822335025,S,B+B,
2,T36,EPW,     131,COOPDALE E,15,32.5,66,3.3,0.6,73.9,1573,100 I+,100 I+,100,I+,I,82,82,,107 G,,,,337    /  249  ,,2.1,2.841677943,P,WSI,
3,T36,EPW,     136,POL E,5,22.4,70.5,-1.5,0.1,74.4,613,"2 XL,OT",2 XL,2,XL,X,,74,,LQ,,,,1702    /  1266  ,,11.4,15.32258065,S,CHG,
3,T36,EPW,     137,COR FLC,17,27.7,67.8,3.7,0.3,67.7,1496,3- OT,3-,3-,,,,65,OSxx,,,,,    /    ,x 550/372,5.09,7.518463811,S,GM,
3,T36,EPW,     138,COR E,27,30.5,67.3,4.1,0.3,70.5,2595,3- OT,3-,3-,,,,72,,,,,,    /    ,,3.12,4.425531915,P,GM,
3,T36,EPW,     139,COR E B/P,8,27.9,63.7,7.2,0.9,55.4,661,"BP4 XL,OT",BP4 XL,BP4,XL,X,,60,BLOS,BP28/65,,,,608    /  337  ,x 400/221,2,3.610108303,P,JMCO,
3,T36,EPW,     140,A X 2/S,9,37.8,66.9,2.6,0.3,77.2,1337,128 M,128 M,128,M,M,75,74,,128 J,,,,240    /  185  ,,1.85,2.396373057,P,MAS,
3,T36,EPW,     141,X B/P,4,35.6,63.3,6.5,0.7,61.7,477,607 K/J,607 K/J,607,K/J,K,58,58,VM,,,,,    /    ,,1.05,1.70178282,P,B+B,
4,L36,EPW,     501,AA ROM,4,35,66.4,1.6,0.1,72.4,432,113/4 I,113/4 I,113/4,I,I,82,80,,107 G,127/8 I,,,276  271  /  200  196,,1.88,2.596685083,S,WSI,
4,L36,EPW,     502,AA X 2/S,16,35.8,66.2,2.5,0.1,85.1,2518,114+ I/G,114+ I/G,114+,I/G,I,82,88,OPC,127/8 G,127/8 I,,,268  264  /  228  225,,2.18,2.561692127,S,CHG,
4,L36,EPW,     503,AA X,37,33.4,66.6,2.7,0.1,82.3,5867,107- G+,107- G+,107-,G+,G,90,90,,,,,,    /    ,,2.31,2.806804374,S,WSI,
4,L36,EPW,     504,A X,4,34,62.4,6.2,0.1,81,597,"Y F,OT",Y F,Y,F,F,100,86,89,XF,,,,227    /  184  ,,1.79,2.209876543,S,WSI,
4,L36,EPW,     505,A X B/P,7,33,57,7.3,0.2,63.5,853,603- J,603- J,603-,J,J,64,65,,,,,,    /    ,,1.17,1.842519685,S,WSI,
4,L36,EPW,     506,AA X,16,35.2,64,3.9,0,71.7,2028,"114 G,ST",114 G,114,G,G,90,86,XL,107 G,128 G,,,271  264  /  194  189,,1.68,2.343096234,P,MAS,
4,L36,EPW,     507,AA X,22,36.2,65.5,2.6,0.2,78.4,3108,3 F,3 F,3,F,F,100,100,XL,128 F,,,,259    /  203  ,,1.88,2.397959184,P,MAS,
4,L36,EPW,     508,AA X E/S,10,36.1,66.8,2.3,0.1,82.9,1461,128+ I,128+ I,128+,I,I,82,84,,127/8 I,128 I,,,262  252  /  217  209,,2.1,2.533172497,S,CHG,
4,L36,EPW,     509,AA X LBS,7,31.9,70.1,-0.4,0,77.5,949,734,734,734,,,,62,,734,,,,271    /  210  ,,2.05,2.64516129,S,MAS,
4,L36,EPW,     510,AA X,9,35.3,63.3,2.9,0.2,79.5,1305,114 I+,114 I+,114,I+,I,82,86,,128 G,128 I,,,262  258  /  208  205,,2.05,2.578616352,S,WSI,
4,L36,EPW,     511,AA X LBS,23,30.6,67.9,0.1,0.1,81.6,3555,734,734,734,,,,66,,L29.5,734,,,357  324  /  291  264,,2.51,3.075980392,S,FUHR,
4,L36,EPW,     512,AA DNX LBS,13,29.5,66.7,0.9,0,79.6,1857,730- VOBF,730- ,730-,,,,58,,,,,,    /    ,,2.97,3.731155779,S,CHG,
4,L36,EPW,     513,X LBS B/P,5,29.7,61.3,4.2,0.1,74,667,753 P,753 P,753,P,P,60,60,,756,,,,245    /  181  ,,1.4,1.891891892,S,MAS,
4,L36,EPW,     514,AA PER,9,34.2,65.9,2.2,0.1,75.9,941,"114 G,OT",114 G,114,G,G,90,86,,107 G,128 G,,,303  278  /  230  211,,2.03,2.674571805,S,WSI,
4,L36,EPW,     515,AA X,12,32.3,69.3,-0.6,0,79.1,1093,"100+ I-,ST",100+ I-,100+,I-,I,82,82,,,,,,    /    ,,2.62,3.312262958,S,MAS,
4,L36,EPW,     516,AA X,7,0,0,0,0,0,0,113/4 I+,113/4 I+,113/4,I+,I,82,84,,,,,,    /    ,,2.16,,S,MAS,
4,L36,EPW,     517,AA X 2/S,12,36.1,63.6,3.1,0.1,76.2,1602,128 M/I,128 M/I,128,M/I,M,75,78,,128 I,128 K,,,252  243  /  192  185,,1.83,2.401574803,S,CHG,
5,L36,EPW,     518,AA X,16,37,60.6,7.6,0,72.3,2241,128/9 G,128/9 G,128/9,G,G,90,90,,128/9 G,,,,230    /  166  ,,1.53,2.116182573,S,WSI,
5,L36,EPW,     519,AA ROM 2/S,43,36.8,65.6,2.2,0.1,78.2,5291,127/8 M,127/8 M,127/8,M,M,75,72,,127/8 J,127/8 K,,,251  248  /  196  194,,1.93,2.468030691,P,CHG,
5,L36,EPW,     520,AA PER,40,34.8,64.2,2.6,0.1,80.1,5949,"114+ G,OT",114+ G,114+,G,G,90,88,,107 G,127/8 G,,,283  276  /  227  221,,2.13,2.65917603,S,CHG,
5,L36,EPW,     521,PER B/P,4,34.3,57.8,7.8,0.2,69.8,509,607 J,607 J,607,J,J,64,66,AT89,607 J,607/8 J,,,189  183  /  132  128,x,1.43,2.048710602,S,B+B,
5,L36,EPW,     522,AA ROM,24,36.3,62.8,4.2,0.1,76.7,3119,"128- I/G,OT",128- I/G,128-,I/G,I,82,88,,128-G,128-I,,,240  236  /  184  181,,1.89,2.464146023,S,MAS,
5,L36,EPW,     523,AA X LBS,7,30.8,68,0.9,0.1,77.7,1059,734,734,734,,,,62,,734,,,,302    /  235  ,,2.32,2.985842986,P,CHG,
5,L36,EPW,     524,AA X LBS,8,28.5,68.2,0.2,0,77,1016,730,730,730,,,,58,,726,730,,,435  435  /  335  335,,3.71,4.818181818,P,B+B,
5,L36,EPW,     525,AA X,41,34.4,66.8,1.1,0,78.1,6386,113/4 K/M,113/4 K/M,113/4,K/M,K,68,68,AT113,127/8 J,127/8 K,,,266  254  /  208  198,xx,1.99,2.548015365,S,WSI,
5,L36,EPW,     526,AA X,4,37.1,62.8,3.7,0.1,84,469,"3 E,XL","3 E,XL",3,"E,XL",E,105,104,,128D,128 F,,,260  256  /  218  215,,2,2.380952381,S,MAS,
5,L36,EPW,     527,AA X LBS,13,30.1,66.9,1.2,0.1,78,1895,734,734,734,,,,60,,734,,,,359    /  280  ,,2.8,3.58974359,P,GM,
5,L36,EPW,     528,AA ROM 2/S,30,37.1,65.8,1.9,0.2,74.1,4130,127/8 K,127/8 K,127/8,K,K,68,68,"WSH, AT113",127/8 K,,,,248    /  184  ,,1.85,2.496626181,S,WSI,
5,L36,EPW,     529,A ROM 2/S,4,36.6,60.9,4.8,0.2,63.4,488,607+ K,607+ K,607+,K,K,58,58,,607 K,,,,177    /  112  ,x,1.22,1.924290221,S,MAS,
5,L36,EPW,     530,AA ROM LBS,5,29.4,68.3,0,0.2,76.3,674,734,734,734,,,,58,,734,,,,404    /  308  ,,2.8,3.669724771,S,CHG,
5,L36,EPW,     531,AA PER,11,34.5,64.2,7.5,0.4,72.2,1317,128/9 I/G,128/9 I/G,128/9,I/G,I,82,86,,,,,,    /    ,,1.67,2.313019391,S,FUHR,
5,L36,EPW,     532,BB M X,4,36.2,64.2,4,0,76.5,506,"128- G,OT",128- G,128-,G,G,90,86,,128-G,128/9 G,,,239  231  /  183  177,,1.77,2.31372549,S,WSI,
5,L36,EPW,     533,M X,6,35.1,60.2,10.1,0.2,74.4,701,"5 E,OT",5 E,5,E,E,105,100,"OW, XL",,,,,    /    ,,1.37,1.841397849,S,FUHR,
5,L36,EPW,     534,BB X 2/S,4,36.6,66.2,2.2,0.1,70.7,480,134/5 I-,134/5 I-,134/5,I-,I,82,82,LUSTRE,127/8 I,,,,259    /  183  ,,1.74,2.461103253,S,CHG,
6,L36,EPW,     535,AA X 2/S,4,36,67.3,1.3,0.1,77.7,514,127/8 K+,127/8 K+,127/8,K+,K,68,68,,127/8 J,127/8 K,,,255  248  /  198  193,,1.88,2.41956242,S,WSI,
6,L36,EPW,     536,BB X 2/S B/P,10,33.9,59,6.9,0.1,64.6,1114,603 K+,603 K+,603,K+,K,58,58,89+,607 J,607 K,,,189  178  /  122  115,,1.25,1.93498452,S,B+B,
6,L36,EPW,     537,AA F X LBS,5,29.2,68.2,1.4,0.1,76.7,502,734,734,734,,,,60,,734,,,,412    /  316  ,,3.17,4.132985658,S,B+B,
6,L36,EPW,     538,BB X LBS B/P,4,29.7,63,4.1,0.3,65.6,472,753 P,753 P,753,P,P,60,60,,756,,,,245    /  161  ,,1.44,2.195121951,S,WSI,
6,L36,EPW,     539,A X 2/P/LOX,4,35.1,58.9,5.9,0,69.6,506,549/69 K,549/69 K,549/69,K,K,68,68,2,607 K,607/8 K,,,175  174  /  122  121,,1.2,1.724137931,S,STD,
6,L36,EPW,     540,BB DN X LBS,5,29.1,69.1,-0.3,0.1,77.1,585,730 VOBF,730 ,730,,,,56,,,,,,    /    ,,2.99,3.878080415,S,WSI,
6,L36,EPW,     541,DN X LBS B/P,7,27.3,59.2,3,0.2,66.7,740,"753 L,BF","753 L,BF",753,"L,BF",L,,,,,,,,    /    ,,1.01,1.514242879,P,CHG,
6,L36,EPW,     542,AA X,35,37.1,62.2,4.3,0.1,75.6,4678,"3/X E,OT",3/X E,3/X,E,E,105,102,,XF,,,,214    /  162  ,,1.82,2.407407407,S,MAS,
6,L36,EPW,     543,AA X,36,33.3,62.9,3.5,0,76.3,4924,WITHDRAWN,WITHDRAWN,WITHDRAWN,,,,86,,,,,,    /    ,,,,,,
6,L36,EPW,     544,A X COTT,10,35.6,57.9,12.4,0,72.2,1297,"Z I,ST",Z I,Z,I,I,82,82,,,,,,    /    ,,1.31,1.814404432,S,FUHR,
6,L36,EPW,     545,AA ROM,26,35.8,64,2.6,0,73.8,3255,"114+ G,OT",114+ G,114+,G,G,90,88,,127/8 G,128 G,,,268  255  /  198  188,,1.9,2.574525745,S,WSI,
6,L36,EPW,     546,AA X,22,33.4,63.8,2.7,0.1,71.5,2873,"PER3 D,OT",PER3 D,PER3,D,D,110,108,,C107,,,,337    /  241  ,,2.05,2.867132867,S,MAS,
6,L36,EPW,     547,AA ROM H,9,33,63.4,3.1,0,77.2,948,"107 G,OT",107 G,107,G,G,90,90,,107 G,,,,330    /  255  ,,2.13,2.759067358,S,WSI,
6,L36,EPW,     548,AA ROM,27,34,62.9,3.7,0,74.8,3460,"114- G+,ST",114- G+,114-,G+,G,90,90,,,,,,    /    ,,1.82,2.43315508,S,MAS,
7,I36,EPW,    1001,X HOG,6,35,65.6,3,0.1,75.2,640,121 I/G,121 I/G,121,I/G,I,82,82,,107 G,,,,277    /  208  ,,1.89,2.513297872,S,MAS,
7,I36,EPW,    1002,XE,6,37.1,60.9,6.1,0.2,75.2,687,4+ F,4+ F,4+,F,F,100,95,OW,128-F,128/9F,,,242  231  /  182  174,,1.59,2.114361702,S,WSI,
7,I36,EPW,    1003,X FLC,19,34.3,56.5,9.2,0.2,76,2114,115 M+,115 M+,115,M+,M,75,76,OPN FLC,,,,,    /    ,,1,1.315789474,P,WSI,
7,I36,EPW,    1004,X COTTS,5,37.4,57.9,8.6,0.4,74.1,538,"Z G/F,OT",Z G/F,Z,G/F,G,90,86,,,,,,    /    ,,1.4,1.889338731,S,WSI,
7,I36,EPW,    1005,X LBS,10,30.4,65.5,1.9,0.1,79.1,1176,734-,734-,734-,,,,62,,734,,,,341    /  270  ,,2.25,2.844500632,S,CHG,
7,I36,EPW,    1006,X LBS B/P,6,28.9,59.4,4.4,0,73.3,625,753- P,753- P,753-,P,P,60,60,,756/7,,,,210    /  154  ,,1.36,1.855388813,S,MAS,
7,I36,EPW,    1007,XE,19,38.9,60.5,5,0.1,78.3,2765,128- G+,128- G+,128-,G+,G,90,96,,128-G,128/9 G,,,238  230  /  186  180,,1.85,2.362707535,S,FUHR,
7,I36,EPW,    1008,CPW LBS,13,30,68.6,-0.7,0,80.7,1851,734,734,734,,,,64,,L29.5,734,,,405  366  /  327  295,,3.59,4.448574969,S,B+B,
7,I36,EPW,    1009,ROM H,23,38.1,61.8,4.3,0.1,81.6,2818,3- D,3- D,3-,D,D,110,110,,128-D,128/9D,,,245  237  /  200  193,,2.01,2.463235294,S,MAS,
7,I36,EPW,    1010,ROM E,46,38.2,62.7,3.4,0.1,78.6,6018,"3 D+,XL","3 D+,XL",3,"D+,XL",D,110,108,OPC,128D,,,,260    /  204  ,,1.98,2.519083969,S,WSI,
7,I36,EPW,    1011,ROM E,9,37.7,62.9,3.7,0,74.7,1221,3 F/E,3 F/E,3,F/E,F,100,104,OW,128D,128 F,,,260  256  /  194  191,,1.83,2.449799197,P,WSI,
7,I36,EPW,    1012,ROM E,16,37.9,58.8,7.9,0.1,75.3,1957,4 E/D,4 E/D,4,E/D,E,105,108,,128/9D,,,,236    /  178  ,,1.64,2.177954847,P,FUHR,
7,I36,EPW,    1013,ROM B/P,19,36.9,53.3,9.6,0.1,66.8,2224,607/8 G+,607/8 G+,607/8,G+,G,80,85,89,607/8 G,,,,190    /  127  ,,1.15,1.721556886,S,WSI,
7,I36,EPW,    1014,XH,10,33.7,63.4,3.8,0,79.9,1203,3 E,3 E,3,E,E,105,104,,,,,,    /    ,,2.15,2.690863579,S,WSI,
7,I36,EPW,    1015,XE,32,37.5,62.2,4.2,0.1,75.5,3922,"3- D,OT",3- D,3-,D,D,110,108,ODBL,128-D,128/9D,,,245  236  /  185  178,,1.92,2.543046358,S,MAS,
7,I36,EPW,    1016,XE B/P,8,34.7,51.7,10.3,0,62.9,874,607/8 I,607/8 I,607/8,I,I,72,72,,607/8 I,,,,184    /  116  ,,0.99,1.573926868,S,MAS,
7,I36,EPW,    1017,X LBS,6,31.8,67.7,2.3,0,79.3,781,738-,738-,738-,,,,68,,L29.5,734,,,317  272  /  251  216,,2.1,2.648171501,P,MAS,
8,I36,EPW,    1018,AXH,13,35.3,64.3,2,0.1,73.2,1684,"121 I/G,OT",121 I/G,121,I/G,I,82,86,,,,,,    /    ,,1.86,2.540983607,S,WSI,
8,I36,EPW,    1019,AXE,11,37.4,64.5,3.3,0.1,74.2,1438,3 E,3 E,3,E,E,105,104,,128D,128 F,,,260  256  /  193  190,,1.87,2.520215633,S,MAS,
8,I36,EPW,    1020,A XLBS,8,32.2,69.9,0.2,0,79.7,1094,738,738,738,,,,64,,L29.5,734,,,309  269  /  246  214,,2.08,2.6097867,P,WSI,
8,I36,EPW,    1021,X B/P,18,35.5,60.8,5.1,0,58.6,1851,607 K+,607 K+,607,K+,K,58,58,MM,607 J,607/8 J,,,188  179  /  110  105,,1.1,1.877133106,S,STD,
8,I36,EPW,    1022,X LBS,6,29.3,65.6,0.9,0,81,611,730,730,730,,,,60,,726,730,,,407  407  /  330  330,x,3.57,4.407407407,S,B+B,
8,I36,EPW,    1023,X LBS,8,30.2,65.3,2.1,0,81.2,985,730-,730-,730-,,,,62,,730,,,,351    /  285  ,,2.5,3.078817734,S,CHG,
8,I36,EPW,    1024,ROM LBS,5,30.7,69.7,-0.2,0,81.7,713,734,734,734,,,,64,,L29.5,734,,,349  313  /  285  256,,2.51,3.072215422,S,GM,
8,I36,EPW,    1025,XE,4,37.3,64.8,2.8,0,79.1,463,3 G/F,3 G/F,3,G/F,G,90,989,,128D,128 F,,,260  255  /  206  202,,2.12,2.680151707,S,B+B,
8,I36,EPW,    1026,XE,8,40.7,62.1,3.6,0.1,80.1,1116,"3 E/D,XL","3 E/D,XL",3,"E/D,XL",E,105,108,,128D,,,,260    /  208  ,,1.94,2.421972534,S,MAS,
8,I36,EPW,    1027,ROM XE,10,38.4,62.5,5,0,76.3,1101,3- E,3- E,3-,E,E,105,102,,128-D,128-F,,,245  242  /  187  185,,1.81,2.372214941,S,FUHR,
8,I36,EPW,    1028,X 2/S,5,38.6,64.3,3.6,0,82.3,601,128 M,128 M,128,M,M,75,75,OPC,128 J,,,,241    /  198  ,,1.91,2.320777643,S,MAS,
8,I36,EPW,    1029,XE,37,39.7,62,2.9,0.1,79.5,4239,3+ E/D,3+ E/D,3+,E/D,E,105,108,,127/8D,128D,,,275  260  /  219  207,,2.12,2.666666667,S,MAS,
8,I36,EPW,    1030,XE B/P,6,38.2,53,8.4,0,69.4,616,607/8 I/G,607/8 I/G,607/8,I/G,I,72,78,89,607/8 G,607/8 I,,,190  180  /  132  125,,1.2,1.729106628,S,FUHR,
8,I36,EPW,    1031,XE,29,38.7,63.1,3.3,0,77.1,3490,3 G/F,3 G/F,3,G/F,G,90,98,,128D,128 F,,,259  256  /  200  197,,1.96,2.542153048,P,WSI,
8,I36,EPW,    1032,X LBS,15,31.7,67.9,0.9,0,77.7,2034,734,734,734,,,,65,,L29.5,734,,,318  273  /  247  212,,2.17,2.792792793,P,CHG,
8,I36,EPW,    1033,XE,26,36.7,61.6,3,0,76,3707,3 F,3 F,3,F,F,100,102,,128 F,,,,257    /  195  ,,1.9,2.5,S,WSI,
8,I36,EPW,    1034,XE BLS/PCS,4,34.7,56.4,7.9,0.1,62.4,449,607- I/G,607- I/G,607-,I/G,I,72,76,89,607/8 G,607/8 I,,,194  184  /  121  115,,1.2,1.923076923,S,MAS,
9,I36,EPW,    1035,X LBS,5,31.5,70.1,0.1,0,82.9,490,734,734,734,,,,66,,L29.5,734,,,320  275  /  265  228,,2.26,2.726176116,S,FUHR,
9,I36,EPW,    1036,X LBS,16,28.9,67.3,0.6,0,82.3,1978,730,730,730,,,,60,,726,730,,,423  423  /  348  348,,3.88,4.714459295,S,B+B,
9,I36,EPW,    1037,X LBS B/P,10,28.1,65.8,2.4,0.1,76.6,1095,752/3 P,752/3 P,752/3,P,P,60,60,CHIPPY,756,,,,316    /  242  ,,2.61,3.407310705,S,CHG,
9,I36,EPW,    1038,XE,17,35.6,63.7,3,0.1,77.6,1531,3 G/F,3 G/F,3,G/F,G,90,96,,128D,128 F,,,267  263  /  207  204,,1.94,2.5,S,WSI,
9,I36,EPW,    1039,PER E,24,37.1,63.1,3.8,0.1,79.9,2727,3 G/F,3 G/F,3,G/F,G,90,98,,128D,128 F,,,260  257  /  208  205,,1.97,2.465581977,S,MAS,
9,I36,EPW,    1040,PER LBS,8,30.6,68,0.9,0,83.3,711,734,734,734,,,,62,,734,,,,324    /  270  ,,2.71,3.253301321,S,B+B,
9,I36,EPW,    1041,COOP H,14,34.4,64.2,4,0,80.5,1784,114 G,114 G,114,G,G,90,90,OPC,107 G,128 G,,,297  275  /  239  221,,2.06,2.559006211,S,CHG,
9,I36,EPW,    1042,COOP E,33,37.3,62.8,4,0,79.1,4349,"3- G/F,OT",3- G/F,3-,G/F,G,90,94,OPC,128-F,128/9D,,,241  236  /  191  187,,1.91,2.414664981,S,MAS,
9,I36,EPW,    1043,COOP CRT,4,35.5,66.1,2,0.2,68.3,423,698/9 P,698/9 P,698/9,P,P,60,60,,698,606/7 K,,,217  201  /  148  137,,1.43,2.093704246,S,WSI,
9,I36,EPW,    1044,X COT,7,36.7,59.6,8.7,0.1,71.9,897,Y E,Y E,Y,E,E,105,100,SoftC,,,,,    /    ,,1.3,1.808066759,P,FUHR,
9,I36,EPW,    1045,X B/P,8,35.4,53.6,10.5,0.1,60.2,875,607/8 I,607/8 I,607/8,I,I,72,72,,607/8 I,,,,179    /  108  ,,1,1.661129568,S,FUHR,
9,I36,EPW,    1046,ROM LBS,15,32,66.7,1.1,0,82.1,2286,738,738,738,,,,66,,L29.5,734,,,315  270  /  259  222,,2.23,2.716199756,P,B+B,
9,I36,EPW,    1047,PER LBS,12,29.9,69.3,0.1,0,83.5,1728,730,730,730,,,,65,,L29.5,726,,,410  372  /  342  311,,3.83,4.586826347,S,GM,
9,I36,EPW,    1048,X LBS B/P,6,29.3,61.1,4.4,0,76.7,795,756 P,756 P,756,P,P,60,60,,756,,,,265    /  203  ,,1.46,1.903520209,S,MAS,
